split,game,side,team,fb,fbtime,fd,fdtime,ft,fttime,cspm,goldat10,goldat15,result
spring,2,Blue,ROX Tigers,1,7.816233333,0,18.12421667,0,14.5678,28.77281309,14.661,21.542,0
spring,2,Red,SK Telecom T1,0,7.816233333,1,18.12421667,1,14.5678,32.6620516,15.321,25.666,1
spring,1,Blue,Samsung Galaxy,1,4.066116667,0,15.87498333,1,13.99678333,33.04415182,14.683,23.908,1
spring,1,Red,MVP,0,4.066116667,1,15.87498333,0,13.99678333,32.90472502,15.382,24.308,0
spring,2,Blue,MVP,0,7.114633333,0,14.89416667,0,9.6397,30.81447964,14.271,22.423,0
spring,2,Red,Samsung Galaxy,1,7.114633333,1,14.89416667,1,9.6397,32.78280543,17.327,26.21,1
spring,1,Blue,Longzhu Gaming,1,3.615816667,0,15.51676667,1,13.07371667,33.3273703,15.042,25.498,0
spring,1,Red,KT Rolster,0,3.615816667,1,15.51676667,0,13.07371667,30.99284436,14.916,23.116,1
spring,2,Blue,KT Rolster,1,6.63035,0,11.68981667,1,10.9711,31.46274149,15.787,26.584,1
spring,2,Red,Longzhu Gaming,0,6.63035,1,11.68981667,0,10.9711,31.54553818,14.386,21.905,0
spring,1,Blue,BBQ Olivers,0,14.53085,0,19.60995,1,18.4445,33.82496668,14.771,22.633,1
spring,1,Red,Jin Air Green Wings,1,14.53085,1,19.60995,0,18.4445,33.79831186,15.132,24.047,0
spring,2,Blue,Jin Air Green Wings,1,8.600333333,0,10.02998333,0,11.6446,32.81708945,15.162,23.793,0
spring,2,Red,BBQ Olivers,0,8.600333333,1,10.02998333,1,11.6446,33.75166889,14.965,24.42,1
spring,1,Blue,Kongdoo Monster,0,11.97073333,0,10.80918333,0,9.172233333,33.8053999,14.175,20.972,0
spring,1,Red,Longzhu Gaming,1,11.97073333,1,10.80918333,1,9.172233333,35.6087621,15.763,24.627,1
spring,2,Blue,Longzhu Gaming,1,5.866433333,0,10.92488333,1,12.4353,34.83359746,15.499,24.934,1
spring,2,Red,Kongdoo Monster,0,5.866433333,1,10.92488333,0,12.4353,31.94928685,14.688,22.115,0
spring,1,Blue,KT Rolster,0,4.504966667,0,9.430466667,1,11.14835,34.2074928,15.367,25.68,1
spring,1,Red,Afreeca Freecs,1,4.504966667,1,9.430466667,0,11.14835,32.5648415,14.537,22.05,0
spring,2,Blue,Afreeca Freecs,0,3.35195,0,19.0313,1,18.44351667,34.75102041,14.958,24.138,1
spring,2,Red,KT Rolster,1,3.35195,1,19.0313,0,18.44351667,33.47755102,14.813,22.972,0
spring,3,Blue,KT Rolster,1,4.608616667,1,11.06881667,1,9.59725,27.82608696,15.983,23.657,1
spring,3,Red,Afreeca Freecs,0,4.608616667,0,11.06881667,0,9.59725,29.47204969,15.259,22.987,0
spring,1,Blue,BBQ Olivers,0,18.12838333,0,10.83831667,1,19.4663,35.6440678,15.088,23.084,1
spring,1,Red,Kongdoo Monster,1,18.12838333,1,10.83831667,0,19.4663,33.20338983,14.911,23.264,0
spring,2,Blue,Kongdoo Monster,0,6.072316667,0,12.15106667,1,11.21283333,30.68062827,14.883,23.229,0
spring,2,Red,BBQ Olivers,1,6.072316667,1,12.15106667,0,11.21283333,37.13089005,15.765,24.826,1
spring,1,Blue,Afreeca Freecs,0,9.401266667,0,10.0908,0,13.75063333,30.9186906,14.913,22.343,0
spring,1,Red,Jin Air Green Wings,1,9.401266667,1,10.0908,1,13.75063333,30,15.292,26.153,1
spring,2,Blue,Jin Air Green Wings,1,3.558533333,0,12.98953333,1,16.71746667,29.8133078,15.081,23.223,1
spring,2,Red,Afreeca Freecs,0,3.558533333,1,12.98953333,0,16.71746667,31.24940163,14.333,21.969,0
spring,1,Blue,Samsung Galaxy,1,2.843183333,1,11.17305,1,15.00866667,34.88292404,15.687,25.683,1
spring,1,Red,ROX Tigers,0,2.843183333,0,11.17305,0,15.00866667,34.78012564,14.912,22.87,0
spring,2,Blue,ROX Tigers,0,2.744983333,1,17.19808333,1,13.66318333,32.5208467,13.967,24.13,1
spring,2,Red,Samsung Galaxy,1,2.744983333,0,17.19808333,0,13.66318333,34.61834509,15.048,23.703,0
spring,3,Blue,Samsung Galaxy,1,4.5944,0,11.517,0,9.2537,35.20321932,16.561,24.69,1
spring,3,Red,ROX Tigers,0,4.5944,1,11.517,1,9.2537,32.04024145,14.941,22.14,0
spring,1,Blue,SK Telecom T1,1,8.919366667,1,12.19586667,1,11.76658333,34.15716857,15.927,26.606,1
spring,1,Red,MVP,0,8.919366667,0,12.19586667,0,11.76658333,29.910018,14.2,22.353,0
spring,2,Blue,MVP,1,3.14915,0,20.35321667,0,16.6204,26.17598684,14.652,22.315,0
spring,2,Red,SK Telecom T1,0,3.14915,1,20.35321667,1,16.6204,35.79769737,15.126,24.299,1
spring,1,Blue,Afreeca Freecs,0,4.12955,0,9.50085,0,19.43386667,30.85173502,14.818,22.607,0
spring,1,Red,ROX Tigers,1,4.12955,1,9.50085,1,19.43386667,35.06985128,15.288,23.113,1
spring,2,Blue,ROX Tigers,1,6.249183333,0,9.812916667,0,14.11661667,30.9486653,14.576,23.562,0
spring,2,Red,Afreeca Freecs,0,6.249183333,1,9.812916667,1,14.11661667,30.52977413,15.441,25.336,1
spring,3,Blue,Afreeca Freecs,0,9.48745,1,13.474,1,16.006,29.68451243,15.161,23.685,1
spring,3,Red,ROX Tigers,1,9.48745,0,13.474,0,16.006,30.28680688,14.647,22.009,0
spring,1,Blue,Samsung Galaxy,1,2.304983333,1,13.98651667,1,14.2098,36.04316547,16.291,25.824,1
spring,1,Red,Kongdoo Monster,0,2.304983333,0,13.98651667,0,14.2098,31.75059952,14.186,22.059,0
spring,2,Blue,Kongdoo Monster,1,3.20715,0,10.10985,0,11.44808333,30.32457496,14.548,22.369,0
spring,2,Red,Samsung Galaxy,0,3.20715,1,10.10985,1,11.44808333,37.0942813,15.717,24.55,1
spring,1,Blue,BBQ Olivers,0,3.9555,0,13.59366667,1,8.2555,33.19579895,15.872,23.218,0
spring,1,Red,Longzhu Gaming,1,3.9555,1,13.59366667,0,8.2555,33.78094524,16.337,23.49,1
spring,2,Blue,Longzhu Gaming,1,12.16185,1,9.358066667,1,15.38223333,34.62581617,14.76,23.177,1
spring,2,Red,BBQ Olivers,0,12.16185,0,9.358066667,0,15.38223333,32.84781517,14.379,21.991,0
spring,1,Blue,KT Rolster,1,8.369283333,1,13.02876667,1,12.31788333,33.07228916,14.993,25.003,1
spring,1,Red,Jin Air Green Wings,0,8.369283333,0,13.02876667,0,12.31788333,34.26957831,14.854,22.854,0
spring,2,Blue,Jin Air Green Wings,1,8.885933333,1,10.20573333,0,13.08278333,32.46593407,14.641,21.956,0
spring,2,Red,KT Rolster,0,8.885933333,0,10.20573333,1,13.08278333,30.6989011,15.326,26.054,1
spring,1,Blue,MVP,1,9.742316667,0,11.36216667,1,11.74911667,33.47150259,15.38,25.001,1
spring,1,Red,Kongdoo Monster,0,9.742316667,1,11.36216667,0,11.74911667,34.32642487,14.521,21.94,0
spring,2,Blue,Kongdoo Monster,0,4.743916667,0,6.659383333,1,15.54466667,34.91255962,16.155,25.39,1
spring,2,Red,MVP,1,4.743916667,1,6.659383333,0,15.54466667,31.41494436,15.962,23.601,0
spring,3,Blue,MVP,1,8.321116667,1,14.8161,1,13.68235,33.00674157,15.142,25.199,1
spring,3,Red,Kongdoo Monster,0,8.321116667,0,14.8161,0,13.68235,29.87865169,13.707,21.146,0
spring,1,Blue,Afreeca Freecs,1,2.344833333,1,11.84801667,1,15.16448333,29.97805413,14.987,22.863,1
spring,1,Red,SK Telecom T1,0,2.344833333,0,11.84801667,0,15.16448333,33.3138259,15.79,23.262,0
spring,2,Blue,SK Telecom T1,0,1.133033333,0,14.9554,0,13.4889,33.92330383,15.577,24.08,0
spring,2,Red,Afreeca Freecs,1,1.133033333,1,14.9554,1,13.4889,30.79646018,15.44,24.409,1
spring,1,Blue,KT Rolster,1,7.233166667,1,15.65986667,1,16.56578333,34.72298409,15.363,23.969,1
spring,1,Red,Samsung Galaxy,0,7.233166667,0,15.65986667,0,16.56578333,34.06472847,14.138,22.106,0
spring,2,Blue,Samsung Galaxy,1,3.568283333,0,11.4127,0,9.263633333,29.57288136,14.82,23.238,0
spring,2,Red,KT Rolster,0,3.568283333,1,11.4127,1,9.263633333,31.81016949,17.465,27.776,1
spring,1,Blue,ROX Tigers,0,3.550033333,1,12.40638333,1,10.85096667,31.16723549,14.048,24.262,1
spring,1,Red,Longzhu Gaming,1,3.550033333,0,12.40638333,0,10.85096667,33.35836177,15.281,22.575,0
spring,2,Blue,Longzhu Gaming,0,7.937,0,10.76098333,1,11.01138333,33.9543058,14.247,25.386,1
spring,2,Red,ROX Tigers,1,7.937,1,10.76098333,0,11.01138333,33.08435852,14.417,21.02,0
spring,3,Blue,ROX Tigers,0,3.624383333,0,9.612816667,1,15.07341667,31.57618214,15.305,23.438,0
spring,3,Red,Longzhu Gaming,1,3.624383333,1,9.612816667,0,15.07341667,32.86339755,14.381,22.418,1
spring,1,Blue,SK Telecom T1,1,6.438933333,1,11.49796667,1,9.563516667,35.8781362,18.298,27.825,1
spring,1,Red,BBQ Olivers,0,6.438933333,0,11.49796667,0,9.563516667,29.03225806,13.974,21.419,0
spring,2,Blue,BBQ Olivers,1,2.825533333,0,9.120483333,0,9.320483333,29.32086614,15.303,22.838,0
spring,2,Red,SK Telecom T1,0,2.825533333,1,9.120483333,1,9.320483333,34.34055118,18.497,28.68,1
spring,1,Blue,Jin Air Green Wings,1,5.213133333,1,12.14591667,1,16.8031,35.46200109,16.076,24.3,1
spring,1,Red,MVP,0,5.213133333,0,12.14591667,0,16.8031,33.32968835,14.15,21.935,0
spring,2,Blue,MVP,0,0.691416667,0,10.71325,0,19.87348333,30.53571429,15.227,23.284,1
spring,2,Red,Jin Air Green Wings,1,0.691416667,1,10.71325,1,19.87348333,33.08035714,16.609,24.969,0
spring,3,Blue,Jin Air Green Wings,0,9.754366667,0,12.12355,0,15.47851667,29.0664557,14.511,22.107,0
spring,3,Red,MVP,1,9.754366667,1,12.12355,1,15.47851667,26.50316456,15.036,23.373,1
spring,2,Blue,Afreeca Freecs,0,2.29975,0,8.805966667,1,16.51643333,32.98033283,14.331,22.274,0
spring,2,Red,BBQ Olivers,1,2.29975,1,8.805966667,0,16.51643333,31.64901664,14.713,22.831,1
spring,1,Blue,BBQ Olivers,0,8.397316667,1,10.6817,0,9.1224,31.98,14.274,21.965,1
spring,1,Red,Afreeca Freecs,1,8.397316667,0,10.6817,1,9.1224,32.16,16.187,23.78,0
spring,3,Blue,Kongdoo Monster,1,1.032733333,0,9.746633333,0,13.3842,30.63179348,15.796,23.677,1
spring,3,Red,Jin Air Green Wings,0,1.032733333,1,9.746633333,1,13.3842,33.19972826,14.626,23.559,0
spring,2,Blue,Jin Air Green Wings,1,2.855633333,0,11.82063333,1,11.65913333,31.16591928,15.029,24.569,1
spring,2,Red,Kongdoo Monster,0,2.855633333,1,11.82063333,0,11.65913333,34.17040359,14.769,22.432,0
spring,1,Blue,Kongdoo Monster,1,0.89385,1,16.20848333,1,19.27131667,34.17591802,16.53,24.342,1
spring,1,Red,Jin Air Green Wings,0,0.89385,0,16.20848333,0,19.27131667,33.99658412,14.228,22.141,0
spring,3,Blue,Longzhu Gaming,1,3.4248,0,10.1419,0,9.892033333,31.32743363,14.332,21.69,0
spring,3,Red,SK Telecom T1,0,3.4248,1,10.1419,1,9.892033333,32.88716814,16.557,24.29,1
spring,2,Blue,SK Telecom T1,1,3.7995,1,12.59763333,1,13.61868333,36.12097936,15.44,24.784,1
spring,2,Red,Longzhu Gaming,0,3.7995,0,12.59763333,0,13.61868333,31.36821892,15.091,23.811,0
spring,1,Blue,Longzhu Gaming,1,4.4128,0,11.15451667,1,17.72471667,32.51691475,14.34,23.458,1
spring,1,Red,SK Telecom T1,0,4.4128,1,11.15451667,0,17.72471667,36.25169147,15.026,22.909,0
spring,2,Blue,KT Rolster,0,9.51005,0,9.915483333,1,11.598,28.46583584,14.393,25.888,0
spring,2,Red,MVP,1,9.51005,1,9.915483333,0,11.598,28.18220885,14.983,24.05,1
spring,1,Blue,MVP,0,3.475483333,0,9.5813,0,12.5823,30.73987901,13.824,22.02,1
spring,1,Red,KT Rolster,1,3.475483333,1,9.5813,1,12.5823,30.96323872,15.454,24.989,0
spring,1,Blue,SK Telecom T1,0,4.208583333,0,9.679866667,0,8.525466667,35.23929471,15.215,23.235,1
spring,1,Red,Samsung Galaxy,1,4.208583333,1,9.679866667,1,8.525466667,34.20654912,16.104,24.51,0
spring,2,Blue,Samsung Galaxy,0,6.657183333,0,10.3061,0,11.14238333,30.27326733,14.57,23.611,0
spring,2,Red,SK Telecom T1,1,6.657183333,1,10.3061,1,11.14238333,34.43168317,15.934,25.059,1
spring,1,Blue,ROX Tigers,1,3.590433333,0,10.7722,0,13.3432,32.54603683,15.311,22.891,0
spring,1,Red,MVP,0,3.590433333,1,10.7722,1,13.3432,29.90392314,15.825,25.508,1
spring,2,Blue,MVP,1,7.021866667,1,10.15016667,1,13.02278333,30.98461538,15.562,26.04,1
spring,2,Red,ROX Tigers,0,7.021866667,0,10.15016667,0,13.02278333,30.09230769,14.234,21.854,0
spring,1,Blue,Longzhu Gaming,0,4.389733333,1,13.38885,0,14.19906667,32.84469503,14.989,23.159,1
spring,1,Red,Afreeca Freecs,1,4.389733333,0,13.38885,1,14.19906667,30.32291133,14.709,24.579,0
spring,2,Blue,Afreeca Freecs,1,7.83575,1,10.29073333,1,16.02401667,31.5658486,15.72,24.202,0
spring,2,Red,Longzhu Gaming,0,7.83575,0,10.29073333,0,16.02401667,27.77048047,14.307,23.662,1
spring,1,Blue,Kongdoo Monster,0,10.04205,0,10.54718333,0,12.5863,31.53416416,14.612,22.217,0
spring,1,Red,KT Rolster,1,10.04205,1,10.54718333,1,12.5863,32.51396648,15.143,24.945,1
spring,2,Blue,KT Rolster,0,0.7078,0,17.96228333,1,17.581,31.67349512,14.748,22.848,1
spring,2,Red,Kongdoo Monster,1,0.7078,1,17.96228333,0,17.581,32.03277655,16.55,24.723,0
spring,1,Blue,Jin Air Green Wings,1,5.749683333,1,11.09528333,1,15.57093333,32.97545008,15.041,23.129,0
spring,1,Red,Samsung Galaxy,0,5.749683333,0,11.09528333,0,15.57093333,34.44844517,14.431,22.348,1
spring,2,Blue,Samsung Galaxy,1,0.80175,1,15.08146667,1,13.26243333,35.57014925,17.868,28.64,1
spring,2,Red,Jin Air Green Wings,0,0.80175,0,15.08146667,0,13.26243333,31.30746269,14.877,23.381,0
spring,1,Blue,ROX Tigers,1,7.171033333,1,14.2584,1,13.27215,32.33727811,15.549,24.645,1
spring,1,Red,BBQ Olivers,0,7.171033333,0,14.2584,0,13.27215,30.68047337,14.216,21.734,0
spring,2,Blue,BBQ Olivers,0,3.047883333,1,9.803383333,1,12.12308333,35.59928444,15.062,24.877,1
spring,2,Red,ROX Tigers,1,3.047883333,0,9.803383333,0,12.12308333,31.37745975,14.981,23.391,0
spring,3,Blue,ROX Tigers,1,5.46305,1,11.61283333,1,11.18083333,31.23404255,15.202,28.013,1
spring,3,Red,BBQ Olivers,0,5.46305,0,11.61283333,0,11.18083333,28.5106383,14.183,21.135,0
spring,1,Blue,MVP,1,9.6346,0,19.55011667,1,17.98225,34.77376716,15.201,23.829,1
spring,1,Red,Longzhu Gaming,0,9.6346,1,19.55011667,0,17.98225,31.6929334,14.461,22.383,0
spring,2,Blue,Longzhu Gaming,0,9.008866667,1,11.89363333,1,11.66551667,28.9789675,14.784,24.714,1
spring,2,Red,MVP,1,9.008866667,0,11.89363333,0,11.66551667,27.99235182,14.62,23.936,0
spring,3,Blue,MVP,1,7.7778,1,13.59073333,1,11.13495,31.88988883,15.388,23.641,0
spring,3,Red,Longzhu Gaming,0,7.7778,0,13.59073333,0,11.13495,31.50873478,13.958,23.852,1
spring,1,Blue,Kongdoo Monster,0,11.29905,0,10.2817,0,17.61898333,32.45901639,15.078,22.686,0
spring,1,Red,Afreeca Freecs,1,11.29905,1,10.2817,1,17.61898333,33.98907104,15.207,23.687,1
spring,2,Blue,Afreeca Freecs,0,5.194466667,0,12.2157,0,9.8877,35.23163842,14.466,23.812,1
spring,2,Red,Kongdoo Monster,1,5.194466667,1,12.2157,1,9.8877,31.72881356,17.183,24.992,0
spring,1,Blue,Jin Air Green Wings,1,5.286616667,0,10.50325,0,11.99906667,31.68141593,15.713,24.421,0
spring,1,Red,ROX Tigers,0,5.286616667,1,10.50325,1,11.99906667,31.91740413,14.779,25.376,1
spring,2,Blue,ROX Tigers,1,3.134666667,1,13.56073333,1,9.658183333,35.427303,17.499,25.616,1
spring,2,Red,Jin Air Green Wings,0,3.134666667,0,13.56073333,0,9.658183333,31.43174251,15.243,23.882,0
spring,2,Blue,BBQ Olivers,0,2.722866667,0,15.02238333,0,13.92483333,29.94174757,14.658,23.216,0
spring,2,Red,Samsung Galaxy,1,2.722866667,1,15.02238333,1,13.92483333,31.06796117,14.581,24.546,1
spring,3,Blue,Samsung Galaxy,1,8.7717,1,19.22048333,1,20.94911667,34.52702703,15.531,23.051,1
spring,3,Red,BBQ Olivers,0,8.7717,0,19.22048333,0,20.94911667,30.38288288,14.373,23.155,0
spring,1,Blue,Samsung Galaxy,1,4.33215,0,12.8169,0,12.36811667,33.97454031,15.012,22.639,0
spring,1,Red,BBQ Olivers,0,4.33215,1,12.8169,1,12.36811667,34.59688826,14.774,24.451,1
spring,1,Blue,KT Rolster,1,8.629566667,0,18.72435,1,21.02235,33.441842,15.204,23.504,0
spring,1,Red,SK Telecom T1,0,8.629566667,1,18.72435,0,21.02235,37.39579198,14.721,22.535,1
spring,2,Blue,SK Telecom T1,0,3.029566667,0,15.05068333,0,11.99168333,30.84955752,13.666,21.193,0
spring,2,Red,KT Rolster,1,3.029566667,1,15.05068333,1,11.99168333,29.30973451,15.157,26.828,1
spring,3,Blue,KT Rolster,1,3.934433333,1,8.283483333,1,10.67483333,25.05761445,16.669,26.267,0
spring,3,Red,SK Telecom T1,0,3.934433333,0,8.283483333,0,10.67483333,28.64528184,15.081,22.657,1
spring,1,Blue,Longzhu Gaming,1,8.534566667,0,12.6541,1,15.09771667,30.45837231,16.181,24.208,0
spring,1,Red,MVP,0,8.534566667,1,12.6541,0,15.09771667,32.29186155,14.398,22.051,1
spring,2,Blue,MVP,1,4.054283333,0,11.82451667,0,13.22883333,31.59744409,15.67,25.35,1
spring,2,Red,Longzhu Gaming,0,4.054283333,1,11.82451667,1,13.22883333,28.9456869,14.06,22.781,0
spring,1,Blue,BBQ Olivers,1,6.570633333,1,17.91666667,1,16.95875,31.46943153,15.462,23.314,0
spring,1,Red,Samsung Galaxy,0,6.570633333,0,17.91666667,0,16.95875,31.01894887,14.891,22.148,1
spring,2,Blue,Samsung Galaxy,1,6.43015,1,18.1808,1,13.6349,36.85610641,15.653,25.873,1
spring,2,Red,BBQ Olivers,0,6.43015,0,18.1808,0,13.6349,28.94800484,14.144,21.332,0
spring,1,Blue,ROX Tigers,1,5.754916667,1,12.06038333,1,11.13298333,31.69491525,15.415,24.79,1
spring,1,Red,Jin Air Green Wings,0,5.754916667,0,12.06038333,0,11.13298333,30.19774011,14.197,22.507,0
spring,2,Blue,Jin Air Green Wings,1,4.4597,0,10.39055,1,10.65768333,31.76470588,15.627,26.684,1
spring,2,Red,ROX Tigers,0,4.4597,1,10.39055,0,10.65768333,30.92810458,14.527,22.033,0
spring,3,Blue,ROX Tigers,1,6.255466667,1,9.214716667,1,6.606033333,30.94895758,16.325,24.944,1
spring,3,Red,Jin Air Green Wings,0,6.255466667,0,9.214716667,0,6.606033333,31.50970525,14.654,23.305,0
spring,1,Blue,SK Telecom T1,0,3.1679,0,13.4408,0,10.67143333,35.14325975,14.872,23.729,1
spring,1,Red,KT Rolster,1,3.1679,1,13.4408,1,10.67143333,31.67684359,15.298,24.531,0
spring,2,Blue,KT Rolster,1,8.117383333,0,15.39518333,0,11.77098333,30.39931301,15.472,23.167,1
spring,2,Red,SK Telecom T1,0,8.117383333,1,15.39518333,1,11.77098333,35.03649635,15.033,24.181,0
spring,3,Blue,SK Telecom T1,1,3.034283333,0,12.2948,0,6.875783333,31.58221303,15.212,23.354,1
spring,3,Red,KT Rolster,0,3.034283333,1,12.2948,1,6.875783333,32.90589452,16.55,24.742,0
spring,1,Blue,Afreeca Freecs,0,13.2083,1,11.25783333,1,15.97091667,34.86992716,14.877,22.731,1
spring,1,Red,Kongdoo Monster,1,13.2083,0,11.25783333,0,15.97091667,32.90322581,14.642,23.207,0
spring,2,Blue,Kongdoo Monster,0,3.183433333,0,13.89283333,1,16.6209,31.97781885,15.462,23.702,1
spring,2,Red,Afreeca Freecs,1,3.183433333,1,13.89283333,0,16.6209,32.56931608,14.721,22.175,0
spring,3,Blue,Afreeca Freecs,0,4.477483333,1,12.83756667,0,10.26868333,36.71774592,14.979,23.912,1
spring,3,Red,Kongdoo Monster,1,4.477483333,0,12.83756667,1,10.26868333,33.92980722,15.811,24,0
spring,1,Blue,SK Telecom T1,1,6.84425,1,12.86996667,1,8.852233333,32.92714103,16.295,25.567,1
spring,1,Red,Jin Air Green Wings,0,6.84425,0,12.86996667,0,8.852233333,30.62633149,14.222,22.595,0
spring,2,Blue,Jin Air Green Wings,1,14.64076667,0,15.78216667,0,19.6099,30.33442623,13.985,22.443,0
spring,2,Red,SK Telecom T1,0,14.64076667,1,15.78216667,1,19.6099,33.36393443,14.727,22.667,1
spring,1,Blue,BBQ Olivers,1,7.4018,0,14.50383333,0,18.17421667,32.93723849,15.229,22.616,0
spring,1,Red,MVP,0,7.4018,1,14.50383333,1,18.17421667,37.0041841,15.242,23.417,1
spring,2,Blue,MVP,1,7.74075,0,9.440066667,0,15.24196667,33.2874139,15.003,22.865,1
spring,2,Red,BBQ Olivers,0,7.74075,1,9.440066667,1,15.24196667,30.69505322,14.319,22.064,0
spring,1,Blue,Samsung Galaxy,1,2.73225,1,12.24938333,1,15.15643333,34.72392638,15.727,23.792,1
spring,1,Red,Afreeca Freecs,0,2.73225,0,12.24938333,0,15.15643333,34.08997955,15.515,23.102,0
spring,2,Blue,Afreeca Freecs,0,6.517966667,1,16.17715,1,19.05186667,35.35545024,14.756,23.581,1
spring,2,Red,Samsung Galaxy,1,6.517966667,0,16.17715,0,19.05186667,33.80726698,15.023,22.945,0
spring,3,Blue,Samsung Galaxy,1,4.8016,1,14.14016667,1,9.738716667,33.2278481,17.012,24.345,0
spring,3,Red,Afreeca Freecs,0,4.8016,0,14.14016667,0,9.738716667,30.94936709,15.642,23.119,1
spring,1,Blue,Kongdoo Monster,1,7.76,0,13.19103333,0,14.69848333,29.84066768,15.001,22.501,1
spring,1,Red,ROX Tigers,0,7.76,1,13.19103333,1,14.69848333,31.98027314,14.093,24.75,0
spring,2,Blue,ROX Tigers,1,3.784133333,1,16.64043333,0,11.52675,39.08667288,14.856,24.653,1
spring,2,Red,Kongdoo Monster,0,3.784133333,0,16.64043333,1,11.52675,31.17427773,14.402,22.611,0
spring,3,Blue,Kongdoo Monster,1,6.642466667,1,13.77483333,1,13.81871667,34.22688736,15.418,24.52,0
spring,3,Red,ROX Tigers,0,6.642466667,0,13.77483333,0,13.81871667,34.08155026,14.865,23.3,1
spring,1,Blue,KT Rolster,1,4.176533333,1,16.01613333,1,17.50416667,32.00192031,15.239,23.976,1
spring,1,Red,BBQ Olivers,0,4.176533333,0,16.01613333,0,17.50416667,30.82093135,14.458,22.212,0
spring,2,Blue,BBQ Olivers,0,12.5406,1,12.281,0,12.73351667,29.0386016,14.872,23.095,0
spring,2,Red,KT Rolster,1,12.5406,0,12.281,1,12.73351667,28.86380189,14.448,23.549,1
spring,1,Blue,Jin Air Green Wings,0,1.666733333,1,9.596033333,1,16.35223333,30.6837961,15.26,24.682,1
spring,1,Red,Longzhu Gaming,1,1.666733333,0,9.596033333,0,16.35223333,32.47409863,16.456,25.078,0
spring,2,Blue,Longzhu Gaming,1,12.20621667,0,10.75731667,1,15.31886667,30.21447721,14.868,23.363,0
spring,2,Red,Jin Air Green Wings,0,12.20621667,1,10.75731667,0,15.31886667,31.74262735,14.336,22.297,1
spring,1,Blue,Afreeca Freecs,0,4.792566667,1,12.17223333,1,16.70763333,36.48554913,15.002,23.596,1
spring,1,Red,MVP,1,4.792566667,0,12.17223333,0,16.70763333,31.28323699,15.236,22.587,0
spring,2,Blue,MVP,0,11.79808333,0,10.23146667,1,16.96476667,27.89142026,14.882,23.324,0
spring,2,Red,Afreeca Freecs,1,11.79808333,1,10.23146667,0,16.96476667,31.81774115,14.597,24.195,1
spring,1,Blue,SK Telecom T1,0,5.7552,1,13.52048333,0,15.296,32.41622575,15.177,22.747,1
spring,1,Red,Kongdoo Monster,1,5.7552,0,13.52048333,1,15.296,33.19223986,15.189,23.999,0
spring,2,Blue,Kongdoo Monster,0,11.743,0,15.8379,0,12.96828333,32.71849866,14.541,22.122,0
spring,2,Red,SK Telecom T1,1,11.743,1,15.8379,1,12.96828333,36.86863271,14.628,26.074,1
spring,1,Blue,KT Rolster,1,3.0326,1,11.71936667,1,11.65756667,31.65692008,15.903,24.915,1
spring,1,Red,ROX Tigers,0,3.0326,0,11.71936667,0,11.65756667,27.79727096,14.812,22.172,0
spring,2,Blue,ROX Tigers,0,5.225416667,1,10.25955,1,13.93426667,30.43478261,14.691,23.574,0
spring,2,Red,KT Rolster,1,5.225416667,0,10.25955,0,13.93426667,30.27950311,14.468,22.073,1
spring,1,Blue,Samsung Galaxy,1,3.73795,0,12.24968333,1,17.14766667,35.61551433,15.461,24.203,1
spring,1,Red,Longzhu Gaming,0,3.73795,1,12.24968333,0,17.14766667,33.49072513,14.284,22.2,0
spring,2,Blue,Longzhu Gaming,0,11.22136667,0,14.0827,0,15.71313333,29.59509202,14.264,21.557,0
spring,2,Red,Samsung Galaxy,1,11.22136667,1,14.0827,1,15.71313333,33.49693252,14.545,22.446,1
spring,1,Blue,Longzhu Gaming,0,5.49055,0,19.7595,1,17.95166667,30.79533404,14.375,22.323,0
spring,1,Red,BBQ Olivers,1,5.49055,1,19.7595,0,17.95166667,33.1495228,15.546,24.178,1
spring,2,Blue,BBQ Olivers,1,5.048216667,1,9.11185,0,7.787583333,32.60211106,15.283,23.49,0
spring,2,Red,Longzhu Gaming,0,5.048216667,0,9.11185,1,7.787583333,36.73244608,15.445,22.847,1
spring,3,Blue,Longzhu Gaming,1,2.836833333,1,12.21931667,1,13.7359,32.8725428,16.741,27.665,1
spring,3,Red,BBQ Olivers,0,2.836833333,0,12.21931667,0,13.7359,29.10589727,14.148,22.104,0
spring,1,Blue,Jin Air Green Wings,1,4.6783,1,12.27753333,1,7.701766667,29.33121019,16.912,27.017,1
spring,1,Red,KT Rolster,0,4.6783,0,12.27753333,0,7.701766667,32.03025478,14.104,22.197,0
spring,2,Blue,KT Rolster,1,3.33,0,11.30163333,1,11.10711667,33.3240612,14.853,23.97,1
spring,2,Red,Jin Air Green Wings,0,3.33,1,11.30163333,0,11.10711667,34.88178025,14.69,22.102,0
spring,3,Blue,Jin Air Green Wings,0,2.583583333,0,10.57126667,0,8.819916667,31.49077142,14.701,23.281,0
spring,3,Red,KT Rolster,1,2.583583333,1,10.57126667,1,8.819916667,31.85991481,17.379,27.265,1
spring,1,Blue,SK Telecom T1,1,4.610333333,1,10.05468333,1,9.634616667,36.07403253,17.365,26.43,1
spring,1,Red,Afreeca Freecs,0,4.610333333,0,10.05468333,0,9.634616667,32.64161526,13.882,21.372,0
spring,2,Blue,Afreeca Freecs,0,5.736033333,1,14.69553333,1,11.88168333,34.52655889,15.001,24.185,1
spring,2,Red,SK Telecom T1,1,5.736033333,0,14.69553333,0,11.88168333,35.54272517,14.691,23.14,0
